Fiscal Year,Region,Gender,Race/Ethnicity,Age Group,Children in Adoption Placements
2011,8-San Antonio,Male,African American,Thirteen to Seventeen Years Old,4
2011,8-San Antonio,Male,Anglo,Birth to Five Years Old,33
2011,8-San Antonio,Male,Anglo,Six to Twelve Years Old,25
2011,8-San Antonio,Male,Anglo,Thirteen to Seventeen Years Old,5
2011,8-San Antonio,Male,Hispanic,Birth to Five Years Old,220
2011,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,143
2011,8-San Antonio,Male,Hispanic,Thirteen to Seventeen Years Old,41
2011,8-San Antonio,Male,Native American,Birth to Five Years Old,1
2011,8-San Antonio,Male,Other,Birth to Five Years Old,3
2011,8-San Antonio,Male,Other,Six to Twelve Years Old,2
2011,8-San Antonio,Male,Unknown,Birth to Five Years Old,3
2011,8-San Antonio,Male,Unknown,Six to Twelve Years Old,3
2011,9-Midland,Female,African American,Birth to Five Years Old,9
2011,9-Midland,Female,Anglo,Birth to Five Years Old,14
2011,9-Midland,Female,Anglo,Six to Twelve Years Old,4
2011,9-Midland,Female,Anglo,Thirteen to Seventeen Years Old,2
2011,9-Midland,Female,Hispanic,Birth to Five Years Old,16
2011,9-Midland,Female,Hispanic,Six to Twelve Years Old,11
2011,9-Midland,Female,Hispanic,Thirteen to Seventeen Years Old,3
2011,9-Midland,Male,African American,Birth to Five Years Old,8
2011,9-Midland,Male,Anglo,Birth to Five Years Old,10
2011,9-Midland,Male,Anglo,Six to Twelve Years Old,9
2011,9-Midland,Male,Anglo,Thirteen to Seventeen Years Old,2
2011,9-Midland,Male,Hispanic,Birth to Five Years Old,18
2011,9-Midland,Male,Hispanic,Six to Twelve Years Old,12
2011,9-Midland,Male,Hispanic,Thirteen to Seventeen Years Old,3
2011,10-El Paso,Female,African American,Birth to Five Years Old,2
2011,10-El Paso,Female,African American,Six to Twelve Years Old,2
2011,10-El Paso,Female,Anglo,Six to Twelve Years Old,2
2011,10-El Paso,Female,Anglo,Thirteen to Seventeen Years Old,1
2011,10-El Paso,Female,Hispanic,Birth to Five Years Old,14
2011,10-El Paso,Female,Hispanic,Six to Twelve Years Old,13
2011,10-El Paso,Female,Hispanic,Thirteen to Seventeen Years Old,4
2011,10-El Paso,Female,Native American,Thirteen to Seventeen Years Old,1
2011,10-El Paso,Female,Unknown,Six to Twelve Years Old,1
2011,10-El Paso,Male,African American,Thirteen to Seventeen Years Old,1
2011,10-El Paso,Male,Anglo,Six to Twelve Years Old,1
2011,10-El Paso,Male,Anglo,Thirteen to Seventeen Years Old,1
2011,10-El Paso,Male,Asian,Thirteen to Seventeen Years Old,1
2011,10-El Paso,Male,Hispanic,Birth to Five Years Old,15
2011,10-El Paso,Male,Hispanic,Six to Twelve Years Old,19
2011,10-El Paso,Male,Hispanic,Thirteen to Seventeen Years Old,4
2011,11-Edinburg,Female,African American,Birth to Five Years Old,6
2011,11-Edinburg,Female,Anglo,Birth to Five Years Old,7
2011,11-Edinburg,Female,Anglo,Thirteen to Seventeen Years Old,1
2011,11-Edinburg,Female,Hispanic,Birth to Five Years Old,37
2011,11-Edinburg,Female,Hispanic,Six to Twelve Years Old,32
2011,11-Edinburg,Female,Hispanic,Thirteen to Seventeen Years Old,7
2011,11-Edinburg,Female,Unknown,Birth to Five Years Old,1
2011,11-Edinburg,Male,African American,Birth to Five Years Old,7
2011,11-Edinburg,Male,African American,Six to Twelve Years Old,1
2011,11-Edinburg,Male,African American,Thirteen to Seventeen Years Old,1
2011,11-Edinburg,Male,African American,,1
2011,11-Edinburg,Male,Anglo,Birth to Five Years Old,6
2011,11-Edinburg,Male,Anglo,Six to Twelve Years Old,2
2011,11-Edinburg,Male,Anglo,Thirteen to Seventeen Years Old,1
2011,11-Edinburg,Male,Hispanic,Birth to Five Years Old,43
2011,11-Edinburg,Male,Hispanic,Six to Twelve Years Old,26
2011,11-Edinburg,Male,Hispanic,Thirteen to Seventeen Years Old,9
2011,11-Edinburg,Male,Unknown,Birth to Five Years Old,1
2010,1-Lubbock,Female,African American,Birth to Five Years Old,22
2010,1-Lubbock,Female,African American,Six to Twelve Years Old,13
2010,1-Lubbock,Female,African American,Thirteen to Seventeen Years Old,3
2010,1-Lubbock,Female,Anglo,Birth to Five Years Old,24
2010,1-Lubbock,Female,Anglo,Six to Twelve Years Old,12
2010,1-Lubbock,Female,Anglo,Thirteen to Seventeen Years Old,5
2010,1-Lubbock,Female,Hispanic,Birth to Five Years Old,26
2010,1-Lubbock,Female,Hispanic,Six to Twelve Years Old,40
2010,1-Lubbock,Female,Hispanic,Thirteen to Seventeen Years Old,5
2010,1-Lubbock,Female,Native American,Birth to Five Years Old,1
2010,1-Lubbock,Male,African American,Birth to Five Years Old,21
2010,1-Lubbock,Male,African American,Six to Twelve Years Old,7
2010,1-Lubbock,Male,African American,Thirteen to Seventeen Years Old,3
2010,1-Lubbock,Male,Anglo,Birth to Five Years Old,16
2010,1-Lubbock,Male,Anglo,Six to Twelve Years Old,8
2010,1-Lubbock,Male,Anglo,Thirteen to Seventeen Years Old,6
2010,1-Lubbock,Male,Hispanic,Birth to Five Years Old,44
2010,1-Lubbock,Male,Hispanic,Six to Twelve Years Old,31
2010,1-Lubbock,Male,Hispanic,Thirteen to Seventeen Years Old,8
2010,1-Lubbock,Male,Other,Thirteen to Seventeen Years Old,1
2010,1-Lubbock,Male,Unknown,Birth to Five Years Old,2
2010,2-Abilene,Female,African American,Birth to Five Years Old,6
2010,2-Abilene,Female,African American,Six to Twelve Years Old,1
2010,2-Abilene,Female,African American,Thirteen to Seventeen Years Old,1
2010,2-Abilene,Female,Anglo,Birth to Five Years Old,11
2010,2-Abilene,Female,Anglo,Six to Twelve Years Old,15
2010,2-Abilene,Female,Anglo,Thirteen to Seventeen Years Old,1
2010,2-Abilene,Female,Hispanic,Birth to Five Years Old,13
2010,2-Abilene,Female,Hispanic,Six to Twelve Years Old,4
2010,2-Abilene,Female,Other,Thirteen to Seventeen Years Old,1
2010,2-Abilene,Female,Unknown,Birth to Five Years Old,1
2010,2-Abilene,Male,African American,Birth to Five Years Old,12
2010,2-Abilene,Male,African American,Six to Twelve Years Old,3
2010,2-Abilene,Male,African American,Thirteen to Seventeen Years Old,2
2010,2-Abilene,Male,Anglo,Birth to Five Years Old,12
2010,2-Abilene,Male,Anglo,Six to Twelve Years Old,9
2010,2-Abilene,Male,Anglo,Thirteen to Seventeen Years Old,4
2010,2-Abilene,Male,Hispanic,Birth to Five Years Old,6
2010,2-Abilene,Male,Hispanic,Six to Twelve Years Old,2
2010,2-Abilene,Male,Hispanic,Thirteen to Seventeen Years Old,3
2010,2-Abilene,Male,Unknown,Birth to Five Years Old,2
2010,3-Arlington,Female,African American,Birth to Five Years Old,80
2010,3-Arlington,Female,African American,Six to Twelve Years Old,60
2010,3-Arlington,Female,African American,Thirteen to Seventeen Years Old,10
2010,3-Arlington,Female,Anglo,Birth to Five Years Old,91
2010,3-Arlington,Female,Anglo,Six to Twelve Years Old,58
2010,3-Arlington,Female,Anglo,Thirteen to Seventeen Years Old,19
2010,3-Arlington,Female,Asian,Birth to Five Years Old,1
2010,3-Arlington,Female,Asian,Thirteen to Seventeen Years Old,1
2010,3-Arlington,Female,Hispanic,Birth to Five Years Old,48
2010,3-Arlington,Female,Hispanic,Six to Twelve Years Old,33
2010,3-Arlington,Female,Hispanic,Thirteen to Seventeen Years Old,8
2010,3-Arlington,Female,Native American,Birth to Five Years Old,1
2010,3-Arlington,Female,Native American,Six to Twelve Years Old,1
2010,3-Arlington,Female,Other,Birth to Five Years Old,2
2010,3-Arlington,Female,Other,Six to Twelve Years Old,2
2010,3-Arlington,Female,Other,Thirteen to Seventeen Years Old,1
2010,3-Arlington,Female,Unknown,Birth to Five Years Old,2
2010,3-Arlington,Female,Unknown,Six to Twelve Years Old,1
2010,3-Arlington,Male,African American,Birth to Five Years Old,94
2010,3-Arlington,Male,African American,Six to Twelve Years Old,66
2010,3-Arlington,Male,African American,Thirteen to Seventeen Years Old,17
2010,3-Arlington,Male,Anglo,Birth to Five Years Old,91
2010,3-Arlington,Male,Anglo,Six to Twelve Years Old,52
2010,3-Arlington,Male,Anglo,Thirteen to Seventeen Years Old,16
2010,3-Arlington,Male,Hispanic,Birth to Five Years Old,57
2010,3-Arlington,Male,Hispanic,Six to Twelve Years Old,36
2010,3-Arlington,Male,Hispanic,Thirteen to Seventeen Years Old,8
2010,3-Arlington,Male,Native American,Birth to Five Years Old,2
2010,3-Arlington,Male,Native American,Six to Twelve Years Old,1
2010,3-Arlington,Male,Other,Birth to Five Years Old,1
2010,3-Arlington,Male,Other,Six to Twelve Years Old,3
2010,3-Arlington,Male,Unknown,Birth to Five Years Old,3
2010,4-Tyler,Female,African American,Birth to Five Years Old,20
2010,4-Tyler,Female,African American,Six to Twelve Years Old,16
2010,4-Tyler,Female,Anglo,Birth to Five Years Old,44
2010,4-Tyler,Female,Anglo,Six to Twelve Years Old,13
2010,4-Tyler,Female,Anglo,Thirteen to Seventeen Years Old,9
2010,4-Tyler,Female,Hispanic,Birth to Five Years Old,4
2010,4-Tyler,Female,Hispanic,Six to Twelve Years Old,6
2010,4-Tyler,Female,Native American,Birth to Five Years Old,1
2010,4-Tyler,Female,Native American,Six to Twelve Years Old,2
2010,4-Tyler,Female,Unknown,Birth to Five Years Old,3
2010,4-Tyler,Male,African American,Birth to Five Years Old,26
2010,4-Tyler,Male,African American,Six to Twelve Years Old,8
2010,4-Tyler,Male,African American,Thirteen to Seventeen Years Old,3
2010,4-Tyler,Male,Anglo,Birth to Five Years Old,43
2010,4-Tyler,Male,Anglo,Six to Twelve Years Old,31
2010,4-Tyler,Male,Anglo,Thirteen to Seventeen Years Old,6
2010,4-Tyler,Male,Hispanic,Birth to Five Years Old,10
2010,4-Tyler,Male,Native American,Thirteen to Seventeen Years Old,1
2010,5-Beaumont,Female,African American,Birth to Five Years Old,12
2010,5-Beaumont,Female,African American,Six to Twelve Years Old,5
2010,5-Beaumont,Female,Anglo,Birth to Five Years Old,11
2010,5-Beaumont,Female,Anglo,Six to Twelve Years Old,9
2010,5-Beaumont,Female,Anglo,Thirteen to Seventeen Years Old,3
2010,5-Beaumont,Female,Hispanic,Birth to Five Years Old,1
2010,5-Beaumont,Female,Native American,Birth to Five Years Old,1
2010,5-Beaumont,Female,Unknown,Birth to Five Years Old,1
2010,5-Beaumont,Male,African American,Birth to Five Years Old,10
2010,5-Beaumont,Male,African American,Six to Twelve Years Old,5
2010,5-Beaumont,Male,Anglo,Birth to Five Years Old,15
2010,5-Beaumont,Male,Anglo,Six to Twelve Years Old,16
2010,5-Beaumont,Male,Anglo,Thirteen to Seventeen Years Old,2
2010,5-Beaumont,Male,Hispanic,Birth to Five Years Old,4
2010,5-Beaumont,Male,Hispanic,Six to Twelve Years Old,3
2010,6-Houston,Female,African American,Birth to Five Years Old,171
2010,6-Houston,Female,African American,Six to Twelve Years Old,66
2010,6-Houston,Female,African American,Thirteen to Seventeen Years Old,19
2010,6-Houston,Female,Anglo,Birth to Five Years Old,78
2010,6-Houston,Female,Anglo,Six to Twelve Years Old,57
2010,6-Houston,Female,Anglo,Thirteen to Seventeen Years Old,6
2010,6-Houston,Female,Hispanic,Birth to Five Years Old,88
2010,6-Houston,Female,Hispanic,Six to Twelve Years Old,48
2010,6-Houston,Female,Hispanic,Thirteen to Seventeen Years Old,10
2010,6-Houston,Female,Native American,Birth to Five Years Old,2
2010,6-Houston,Female,Other,Birth to Five Years Old,6
2010,6-Houston,Female,Unknown,Birth to Five Years Old,3
2010,6-Houston,Male,African American,Birth to Five Years Old,158
2010,6-Houston,Male,African American,Six to Twelve Years Old,78
2010,6-Houston,Male,African American,Thirteen to Seventeen Years Old,23
2010,6-Houston,Male,Anglo,Birth to Five Years Old,69
2010,6-Houston,Male,Anglo,Six to Twelve Years Old,45
2010,6-Houston,Male,Anglo,Thirteen to Seventeen Years Old,13
2010,6-Houston,Male,Hispanic,Birth to Five Years Old,83
2010,6-Houston,Male,Hispanic,Six to Twelve Years Old,35
2010,6-Houston,Male,Hispanic,Thirteen to Seventeen Years Old,9
2010,6-Houston,Male,Unknown,Birth to Five Years Old,6
2010,6-Houston,Male,Unknown,Six to Twelve Years Old,1
2010,6-Houston,Male,Unknown,Thirteen to Seventeen Years Old,1
2010,7-Austin,Female,African American,Birth to Five Years Old,50
2010,7-Austin,Female,African American,Six to Twelve Years Old,37
2010,7-Austin,Female,African American,Thirteen to Seventeen Years Old,15
2010,7-Austin,Female,Anglo,Birth to Five Years Old,58
2010,7-Austin,Female,Anglo,Six to Twelve Years Old,33
2010,7-Austin,Female,Anglo,Thirteen to Seventeen Years Old,11
2010,7-Austin,Female,Hispanic,Birth to Five Years Old,58
2010,7-Austin,Female,Hispanic,Six to Twelve Years Old,39
2010,7-Austin,Female,Hispanic,Thirteen to Seventeen Years Old,8
2010,7-Austin,Female,Other,Birth to Five Years Old,8
2010,7-Austin,Female,Other,Six to Twelve Years Old,1
2010,7-Austin,Female,Unknown,Birth to Five Years Old,1
2010,7-Austin,Female,Unknown,Six to Twelve Years Old,1
2010,7-Austin,Male,African American,Birth to Five Years Old,57
2010,7-Austin,Male,African American,Six to Twelve Years Old,40
2010,7-Austin,Male,African American,Thirteen to Seventeen Years Old,11
2010,7-Austin,Male,Anglo,Birth to Five Years Old,70
2010,7-Austin,Male,Anglo,Six to Twelve Years Old,43
2010,7-Austin,Male,Anglo,Thirteen to Seventeen Years Old,6
2010,7-Austin,Male,Asian,Birth to Five Years Old,1
2010,7-Austin,Male,Hispanic,Birth to Five Years Old,69
2010,7-Austin,Male,Hispanic,Six to Twelve Years Old,31
2010,7-Austin,Male,Hispanic,Thirteen to Seventeen Years Old,7
2010,7-Austin,Male,Other,Birth to Five Years Old,3
2010,7-Austin,Male,Other,Six to Twelve Years Old,4
2010,7-Austin,Male,Unknown,Birth to Five Years Old,8
2010,8-San Antonio,Female,African American,Birth to Five Years Old,38
2010,8-San Antonio,Female,African American,Six to Twelve Years Old,25
2010,8-San Antonio,Female,African American,Thirteen to Seventeen Years Old,18
2010,8-San Antonio,Female,Anglo,Birth to Five Years Old,21
2010,8-San Antonio,Female,Anglo,Six to Twelve Years Old,19
2010,8-San Antonio,Female,Anglo,Thirteen to Seventeen Years Old,13
2010,8-San Antonio,Female,Hispanic,Birth to Five Years Old,177
2010,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,133
2010,8-San Antonio,Female,Hispanic,Thirteen to Seventeen Years Old,38
2010,8-San Antonio,Female,Native American,Six to Twelve Years Old,1
2010,8-San Antonio,Female,Native American,Thirteen to Seventeen Years Old,1
2010,8-San Antonio,Female,Unknown,Birth to Five Years Old,5
2010,8-San Antonio,Female,Unknown,Thirteen to Seventeen Years Old,1
2010,8-San Antonio,Male,African American,Birth to Five Years Old,34
2010,8-San Antonio,Male,African American,Six to Twelve Years Old,36
2010,8-San Antonio,Male,African American,Thirteen to Seventeen Years Old,11
2010,8-San Antonio,Male,Anglo,Birth to Five Years Old,29
2010,8-San Antonio,Male,Anglo,Six to Twelve Years Old,22
2010,8-San Antonio,Male,Anglo,Thirteen to Seventeen Years Old,6
2010,8-San Antonio,Male,Asian,Birth to Five Years Old,1
2010,8-San Antonio,Male,Hispanic,Birth to Five Years Old,199
2010,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,142
2010,8-San Antonio,Male,Hispanic,Thirteen to Seventeen Years Old,23
2010,8-San Antonio,Male,Unknown,Birth to Five Years Old,4
2010,8-San Antonio,Male,Unknown,Six to Twelve Years Old,1
2010,9-Midland,Female,African American,Birth to Five Years Old,4
2010,9-Midland,Female,African American,Six to Twelve Years Old,4
2010,9-Midland,Female,African American,Thirteen to Seventeen Years Old,1
2010,9-Midland,Female,Anglo,Birth to Five Years Old,9
2010,9-Midland,Female,Anglo,Six to Twelve Years Old,2
2010,9-Midland,Female,Anglo,Thirteen to Seventeen Years Old,6
2010,9-Midland,Female,Hispanic,Birth to Five Years Old,19
2010,9-Midland,Female,Hispanic,Six to Twelve Years Old,15
2010,9-Midland,Female,Hispanic,Thirteen to Seventeen Years Old,1
2010,9-Midland,Male,African American,Birth to Five Years Old,4
2010,9-Midland,Male,African American,Six to Twelve Years Old,1
2010,9-Midland,Male,Anglo,Birth to Five Years Old,7
2010,9-Midland,Male,Anglo,Six to Twelve Years Old,7
2010,9-Midland,Male,Anglo,Thirteen to Seventeen Years Old,2
2010,9-Midland,Male,Hispanic,Birth to Five Years Old,29
2010,9-Midland,Male,Hispanic,Six to Twelve Years Old,10
2010,9-Midland,Male,Other,Birth to Five Years Old,2
2010,9-Midland,Male,Unknown,Birth to Five Years Old,2
2010,10-El Paso,Female,African American,Birth to Five Years Old,2
2010,10-El Paso,Female,African American,Six to Twelve Years Old,1
2010,10-El Paso,Female,African American,Thirteen to Seventeen Years Old,2
2010,10-El Paso,Female,Anglo,Birth to Five Years Old,2
2010,10-El Paso,Female,Anglo,Six to Twelve Years Old,2
2010,10-El Paso,Female,Anglo,Thirteen to Seventeen Years Old,1
2010,10-El Paso,Female,Hispanic,Birth to Five Years Old,15
2010,10-El Paso,Female,Hispanic,Six to Twelve Years Old,14
2010,10-El Paso,Female,Hispanic,Thirteen to Seventeen Years Old,5
2010,10-El Paso,Female,Native American,Six to Twelve Years Old,1
2010,10-El Paso,Female,Unknown,Birth to Five Years Old,1
2010,10-El Paso,Male,African American,Birth to Five Years Old,2
2010,10-El Paso,Male,Anglo,Birth to Five Years Old,5
2010,10-El Paso,Male,Anglo,Six to Twelve Years Old,1
2010,10-El Paso,Male,Hispanic,Birth to Five Years Old,13
2010,10-El Paso,Male,Hispanic,Six to Twelve Years Old,14
2010,10-El Paso,Male,Hispanic,Thirteen to Seventeen Years Old,3
2010,11-Edinburg,Female,African American,Birth to Five Years Old,3
2010,11-Edinburg,Female,African American,Six to Twelve Years Old,1
2010,11-Edinburg,Female,African American,Thirteen to Seventeen Years Old,1
2010,11-Edinburg,Female,Anglo,Birth to Five Years Old,4
2010,11-Edinburg,Female,Anglo,Six to Twelve Years Old,4
2010,11-Edinburg,Female,Anglo,Thirteen to Seventeen Years Old,2
2010,11-Edinburg,Female,Hispanic,Birth to Five Years Old,47
2010,11-Edinburg,Female,Hispanic,Six to Twelve Years Old,29
2010,11-Edinburg,Female,Hispanic,Thirteen to Seventeen Years Old,12
2010,11-Edinburg,Female,Native American,Birth to Five Years Old,1
2010,11-Edinburg,Male,African American,Six to Twelve Years Old,2
2010,11-Edinburg,Male,African American,Thirteen to Seventeen Years Old,2
2010,11-Edinburg,Male,Anglo,Birth to Five Years Old,4
2010,11-Edinburg,Male,Anglo,Six to Twelve Years Old,6
2010,11-Edinburg,Male,Anglo,Thirteen to Seventeen Years Old,3
2010,11-Edinburg,Male,Hispanic,Birth to Five Years Old,40
2010,11-Edinburg,Male,Hispanic,Six to Twelve Years Old,36
2010,11-Edinburg,Male,Hispanic,Thirteen to Seventeen Years Old,8
2010,11-Edinburg,Male,Other,Birth to Five Years Old,1
2010,Out of State,Female,African American,Birth to Five Years Old,1
