Fiscal Year,Region,Removal Stage,Gender,Race/Ethnicity,Age,Removals
2017,2-Abilene,Investigation,Male,Other,1,2
2017,2-Abilene,Investigation,Male,Other,2,2
2017,2-Abilene,Investigation,Male,Other,3,2
2017,2-Abilene,Investigation,Male,Other,4,1
2017,2-Abilene,Investigation,Male,Other,7,2
2017,2-Abilene,Investigation,Male,Other,8,1
2017,2-Abilene,Investigation,Male,Other,9,0
2017,2-Abilene,Investigation,Male,Other,10,2
2017,2-Abilene,Investigation,Male,Other,11,2
2017,2-Abilene,Investigation,Male,Other,12,1
2017,2-Abilene,Investigation,Male,Other,14,2
2017,2-Abilene,Investigation,Male,Other,15,1
2017,2-Abilene,Investigation,Unknown,Anglo,12,1
2017,3-Arlington,Family Preservation,Female,African American,0,18
2017,3-Arlington,Family Preservation,Female,African American,1,6
2017,3-Arlington,Family Preservation,Female,African American,2,9
2017,3-Arlington,Family Preservation,Female,African American,3,6
2017,3-Arlington,Family Preservation,Female,African American,4,9
2017,3-Arlington,Family Preservation,Female,African American,5,5
2017,3-Arlington,Family Preservation,Female,African American,6,7
2017,3-Arlington,Family Preservation,Female,African American,7,3
2017,3-Arlington,Family Preservation,Female,African American,8,3
2017,3-Arlington,Family Preservation,Female,African American,9,3
2017,3-Arlington,Family Preservation,Female,African American,10,3
2017,3-Arlington,Family Preservation,Female,African American,11,3
2017,3-Arlington,Family Preservation,Female,African American,12,2
2017,3-Arlington,Family Preservation,Female,African American,13,2
2017,3-Arlington,Family Preservation,Female,African American,14,1
2017,3-Arlington,Family Preservation,Female,African American,15,0
2017,3-Arlington,Family Preservation,Female,African American,16,1
2017,3-Arlington,Family Preservation,Female,African American,17,1
2017,3-Arlington,Family Preservation,Female,Anglo,0,15
2017,3-Arlington,Family Preservation,Female,Anglo,1,11
2017,3-Arlington,Family Preservation,Female,Anglo,2,13
2017,3-Arlington,Family Preservation,Female,Anglo,3,11
2017,3-Arlington,Family Preservation,Female,Anglo,4,6
2017,3-Arlington,Family Preservation,Female,Anglo,5,8
2017,3-Arlington,Family Preservation,Female,Anglo,6,9
2017,3-Arlington,Family Preservation,Female,Anglo,7,14
2017,3-Arlington,Family Preservation,Female,Anglo,8,7
2017,3-Arlington,Family Preservation,Female,Anglo,9,8
2017,3-Arlington,Family Preservation,Female,Anglo,10,3
2017,3-Arlington,Family Preservation,Female,Anglo,11,6
2017,3-Arlington,Family Preservation,Female,Anglo,12,4
2017,3-Arlington,Family Preservation,Female,Anglo,13,6
2017,3-Arlington,Family Preservation,Female,Anglo,14,5
2017,3-Arlington,Family Preservation,Female,Anglo,15,4
2017,3-Arlington,Family Preservation,Female,Anglo,16,2
2017,3-Arlington,Family Preservation,Female,Anglo,17,3
2017,3-Arlington,Family Preservation,Female,Asian,0,0
2017,3-Arlington,Family Preservation,Female,Asian,2,0
2017,3-Arlington,Family Preservation,Female,Asian,3,0
2017,3-Arlington,Family Preservation,Female,Asian,5,0
2017,3-Arlington,Family Preservation,Female,Asian,6,0
2017,3-Arlington,Family Preservation,Female,Asian,10,0
2017,3-Arlington,Family Preservation,Female,Asian,11,0
2017,3-Arlington,Family Preservation,Female,Asian,15,0
2017,3-Arlington,Family Preservation,Female,Hispanic,0,14
2017,3-Arlington,Family Preservation,Female,Hispanic,1,6
2017,3-Arlington,Family Preservation,Female,Hispanic,2,8
2017,3-Arlington,Family Preservation,Female,Hispanic,3,4
2017,3-Arlington,Family Preservation,Female,Hispanic,4,7
2017,3-Arlington,Family Preservation,Female,Hispanic,5,1
2017,3-Arlington,Family Preservation,Female,Hispanic,6,5
2017,3-Arlington,Family Preservation,Female,Hispanic,7,3
2017,3-Arlington,Family Preservation,Female,Hispanic,8,3
2017,3-Arlington,Family Preservation,Female,Hispanic,9,7
2017,3-Arlington,Family Preservation,Female,Hispanic,10,3
2017,3-Arlington,Family Preservation,Female,Hispanic,11,1
2017,3-Arlington,Family Preservation,Female,Hispanic,12,2
2017,3-Arlington,Family Preservation,Female,Hispanic,13,2
2017,3-Arlington,Family Preservation,Female,Hispanic,14,5
2017,3-Arlington,Family Preservation,Female,Hispanic,15,1
2017,3-Arlington,Family Preservation,Female,Hispanic,16,2
2017,3-Arlington,Family Preservation,Female,Hispanic,17,0
2017,3-Arlington,Family Preservation,Female,Other,0,1
2017,3-Arlington,Family Preservation,Female,Other,1,2
2017,3-Arlington,Family Preservation,Female,Other,2,2
2017,3-Arlington,Family Preservation,Female,Other,3,2
2017,3-Arlington,Family Preservation,Female,Other,4,3
2017,3-Arlington,Family Preservation,Female,Other,5,1
2017,3-Arlington,Family Preservation,Female,Other,6,0
2017,3-Arlington,Family Preservation,Female,Other,7,2
2017,3-Arlington,Family Preservation,Female,Other,8,1
2017,3-Arlington,Family Preservation,Female,Other,9,0
2017,3-Arlington,Family Preservation,Female,Other,10,1
2017,3-Arlington,Family Preservation,Female,Other,11,2
2017,3-Arlington,Family Preservation,Female,Other,12,1
2017,3-Arlington,Family Preservation,Female,Other,13,0
2017,3-Arlington,Family Preservation,Female,Other,14,0
2017,3-Arlington,Family Preservation,Female,Other,15,0
2017,3-Arlington,Family Preservation,Female,Other,16,0
2017,3-Arlington,Family Preservation,Female,Other,17,0
2017,3-Arlington,Family Preservation,Male,African American,0,29
2017,3-Arlington,Family Preservation,Male,African American,1,15
2017,3-Arlington,Family Preservation,Male,African American,2,7
2017,3-Arlington,Family Preservation,Male,African American,3,9
2017,3-Arlington,Family Preservation,Male,African American,4,7
2017,3-Arlington,Family Preservation,Male,African American,5,5
2017,3-Arlington,Family Preservation,Male,African American,6,7
2017,3-Arlington,Family Preservation,Male,African American,7,3
2017,3-Arlington,Family Preservation,Male,African American,8,1
2017,3-Arlington,Family Preservation,Male,African American,9,1
2017,3-Arlington,Family Preservation,Male,African American,10,3
2017,3-Arlington,Family Preservation,Male,African American,11,4
2017,3-Arlington,Family Preservation,Male,African American,12,3
2017,3-Arlington,Family Preservation,Male,African American,13,4
2017,3-Arlington,Family Preservation,Male,African American,14,2
2017,3-Arlington,Family Preservation,Male,African American,15,2
2017,3-Arlington,Family Preservation,Male,African American,16,1
2017,3-Arlington,Family Preservation,Male,African American,17,0
2017,3-Arlington,Family Preservation,Male,Anglo,0,17
2017,3-Arlington,Family Preservation,Male,Anglo,1,16
2017,3-Arlington,Family Preservation,Male,Anglo,2,13
2017,3-Arlington,Family Preservation,Male,Anglo,3,12
2017,3-Arlington,Family Preservation,Male,Anglo,4,6
2017,3-Arlington,Family Preservation,Male,Anglo,5,8
2017,3-Arlington,Family Preservation,Male,Anglo,6,6
2017,3-Arlington,Family Preservation,Male,Anglo,7,4
2017,3-Arlington,Family Preservation,Male,Anglo,8,3
2017,3-Arlington,Family Preservation,Male,Anglo,9,6
2017,3-Arlington,Family Preservation,Male,Anglo,10,4
2017,3-Arlington,Family Preservation,Male,Anglo,11,5
2017,3-Arlington,Family Preservation,Male,Anglo,12,0
2017,3-Arlington,Family Preservation,Male,Anglo,13,0
2017,3-Arlington,Family Preservation,Male,Anglo,14,2
2017,3-Arlington,Family Preservation,Male,Anglo,15,1
2017,3-Arlington,Family Preservation,Male,Anglo,16,3
2017,3-Arlington,Family Preservation,Male,Anglo,17,1
2017,3-Arlington,Family Preservation,Male,Asian,5,0
2017,3-Arlington,Family Preservation,Male,Asian,6,0
2017,3-Arlington,Family Preservation,Male,Asian,8,0
2017,3-Arlington,Family Preservation,Male,Asian,9,0
2017,3-Arlington,Family Preservation,Male,Asian,11,0
2017,3-Arlington,Family Preservation,Male,Asian,14,0
2017,3-Arlington,Family Preservation,Male,Asian,17,0
2017,3-Arlington,Family Preservation,Male,Hispanic,0,11
2017,3-Arlington,Family Preservation,Male,Hispanic,1,8
2017,3-Arlington,Family Preservation,Male,Hispanic,2,6
2017,3-Arlington,Family Preservation,Male,Hispanic,3,6
2017,3-Arlington,Family Preservation,Male,Hispanic,4,5
2017,3-Arlington,Family Preservation,Male,Hispanic,5,1
2017,3-Arlington,Family Preservation,Male,Hispanic,6,4
2017,3-Arlington,Family Preservation,Male,Hispanic,7,3
2017,3-Arlington,Family Preservation,Male,Hispanic,8,1
2017,3-Arlington,Family Preservation,Male,Hispanic,9,5
2017,3-Arlington,Family Preservation,Male,Hispanic,10,4
2017,3-Arlington,Family Preservation,Male,Hispanic,11,2
2017,3-Arlington,Family Preservation,Male,Hispanic,12,3
2017,3-Arlington,Family Preservation,Male,Hispanic,13,3
2017,3-Arlington,Family Preservation,Male,Hispanic,14,0
2017,3-Arlington,Family Preservation,Male,Hispanic,15,1
2017,3-Arlington,Family Preservation,Male,Hispanic,16,1
2017,3-Arlington,Family Preservation,Male,Hispanic,17,0
2017,3-Arlington,Family Preservation,Male,Other,0,3
2017,3-Arlington,Family Preservation,Male,Other,1,3
2017,3-Arlington,Family Preservation,Male,Other,2,2
2017,3-Arlington,Family Preservation,Male,Other,3,0
2017,3-Arlington,Family Preservation,Male,Other,4,2
2017,3-Arlington,Family Preservation,Male,Other,5,1
2017,3-Arlington,Family Preservation,Male,Other,6,1
2017,3-Arlington,Family Preservation,Male,Other,7,2
2017,3-Arlington,Family Preservation,Male,Other,8,1
2017,3-Arlington,Family Preservation,Male,Other,9,0
2017,3-Arlington,Family Preservation,Male,Other,10,1
2017,3-Arlington,Family Preservation,Male,Other,11,0
2017,3-Arlington,Family Preservation,Male,Other,12,0
2017,3-Arlington,Family Preservation,Male,Other,13,1
2017,3-Arlington,Family Preservation,Male,Other,14,0
2017,3-Arlington,Family Preservation,Male,Other,15,0
2017,3-Arlington,Family Preservation,Male,Other,16,0
2017,3-Arlington,Family Preservation,Unknown,African American,0,0
2017,3-Arlington,Family Preservation,Unknown,Anglo,0,0
2017,3-Arlington,Family Preservation,Unknown,Anglo,1,0
2017,3-Arlington,Family Preservation,Unknown,Other,14,0
2017,3-Arlington,Investigation,Female,African American,0,105
2017,3-Arlington,Investigation,Female,African American,1,29
2017,3-Arlington,Investigation,Female,African American,2,35
2017,3-Arlington,Investigation,Female,African American,3,28
2017,3-Arlington,Investigation,Female,African American,4,20
2017,3-Arlington,Investigation,Female,African American,5,23
2017,3-Arlington,Investigation,Female,African American,6,18
2017,3-Arlington,Investigation,Female,African American,7,19
2017,3-Arlington,Investigation,Female,African American,8,20
2017,3-Arlington,Investigation,Female,African American,9,19
2017,3-Arlington,Investigation,Female,African American,10,19
2017,3-Arlington,Investigation,Female,African American,11,20
2017,3-Arlington,Investigation,Female,African American,12,20
2017,3-Arlington,Investigation,Female,African American,13,13
2017,3-Arlington,Investigation,Female,African American,14,17
2017,3-Arlington,Investigation,Female,African American,15,14
2017,3-Arlington,Investigation,Female,African American,16,15
2017,3-Arlington,Investigation,Female,African American,17,7
2017,3-Arlington,Investigation,Female,Anglo,0,151
2017,3-Arlington,Investigation,Female,Anglo,1,55
2017,3-Arlington,Investigation,Female,Anglo,2,56
2017,3-Arlington,Investigation,Female,Anglo,3,33
2017,3-Arlington,Investigation,Female,Anglo,4,24
2017,3-Arlington,Investigation,Female,Anglo,5,21
2017,3-Arlington,Investigation,Female,Anglo,6,23
2017,3-Arlington,Investigation,Female,Anglo,7,31
2017,3-Arlington,Investigation,Female,Anglo,8,20
2017,3-Arlington,Investigation,Female,Anglo,9,16
2017,3-Arlington,Investigation,Female,Anglo,10,20
2017,3-Arlington,Investigation,Female,Anglo,11,17
2017,3-Arlington,Investigation,Female,Anglo,12,10
2017,3-Arlington,Investigation,Female,Anglo,13,14
2017,3-Arlington,Investigation,Female,Anglo,14,20
2017,3-Arlington,Investigation,Female,Anglo,15,23
2017,3-Arlington,Investigation,Female,Anglo,16,15
2017,3-Arlington,Investigation,Female,Anglo,17,5
2017,3-Arlington,Investigation,Female,Asian,0,4
2017,3-Arlington,Investigation,Female,Asian,2,2
2017,3-Arlington,Investigation,Female,Asian,3,1
2017,3-Arlington,Investigation,Female,Asian,5,2
2017,3-Arlington,Investigation,Female,Asian,6,1
2017,3-Arlington,Investigation,Female,Asian,10,1
2017,3-Arlington,Investigation,Female,Asian,11,1
2017,3-Arlington,Investigation,Female,Asian,15,1
2017,3-Arlington,Investigation,Female,Hispanic,0,101
2017,3-Arlington,Investigation,Female,Hispanic,1,36
2017,3-Arlington,Investigation,Female,Hispanic,2,33
2017,3-Arlington,Investigation,Female,Hispanic,3,25
2017,3-Arlington,Investigation,Female,Hispanic,4,30
2017,3-Arlington,Investigation,Female,Hispanic,5,23
2017,3-Arlington,Investigation,Female,Hispanic,6,21
2017,3-Arlington,Investigation,Female,Hispanic,7,18
2017,3-Arlington,Investigation,Female,Hispanic,8,19
2017,3-Arlington,Investigation,Female,Hispanic,9,15
2017,3-Arlington,Investigation,Female,Hispanic,10,21
2017,3-Arlington,Investigation,Female,Hispanic,11,17
2017,3-Arlington,Investigation,Female,Hispanic,12,10
2017,3-Arlington,Investigation,Female,Hispanic,13,13
2017,3-Arlington,Investigation,Female,Hispanic,14,15
2017,3-Arlington,Investigation,Female,Hispanic,15,15
2017,3-Arlington,Investigation,Female,Hispanic,16,9
2017,3-Arlington,Investigation,Female,Hispanic,17,9
2017,3-Arlington,Investigation,Female,Other,0,42
2017,3-Arlington,Investigation,Female,Other,1,11
2017,3-Arlington,Investigation,Female,Other,2,11
2017,3-Arlington,Investigation,Female,Other,3,11
2017,3-Arlington,Investigation,Female,Other,4,16
2017,3-Arlington,Investigation,Female,Other,5,11
2017,3-Arlington,Investigation,Female,Other,6,3
2017,3-Arlington,Investigation,Female,Other,7,8
2017,3-Arlington,Investigation,Female,Other,8,4
2017,3-Arlington,Investigation,Female,Other,9,7
2017,3-Arlington,Investigation,Female,Other,10,3
2017,3-Arlington,Investigation,Female,Other,11,5
2017,3-Arlington,Investigation,Female,Other,12,4
2017,3-Arlington,Investigation,Female,Other,13,3
2017,3-Arlington,Investigation,Female,Other,14,6
2017,3-Arlington,Investigation,Female,Other,15,7
2017,3-Arlington,Investigation,Female,Other,16,3
2017,3-Arlington,Investigation,Female,Other,17,1
2017,3-Arlington,Investigation,Male,African American,0,128
2017,3-Arlington,Investigation,Male,African American,1,56
2017,3-Arlington,Investigation,Male,African American,2,36
2017,3-Arlington,Investigation,Male,African American,3,35
2017,3-Arlington,Investigation,Male,African American,4,34
2017,3-Arlington,Investigation,Male,African American,5,32
2017,3-Arlington,Investigation,Male,African American,6,29
2017,3-Arlington,Investigation,Male,African American,7,28
2017,3-Arlington,Investigation,Male,African American,8,21
2017,3-Arlington,Investigation,Male,African American,9,18
2017,3-Arlington,Investigation,Male,African American,10,16
2017,3-Arlington,Investigation,Male,African American,11,16
2017,3-Arlington,Investigation,Male,African American,12,18
2017,3-Arlington,Investigation,Male,African American,13,19
2017,3-Arlington,Investigation,Male,African American,14,13
2017,3-Arlington,Investigation,Male,African American,15,12
2017,3-Arlington,Investigation,Male,African American,16,14
2017,3-Arlington,Investigation,Male,African American,17,12
2017,3-Arlington,Investigation,Male,Anglo,0,155
2017,3-Arlington,Investigation,Male,Anglo,1,44
2017,3-Arlington,Investigation,Male,Anglo,2,53
2017,3-Arlington,Investigation,Male,Anglo,3,42
2017,3-Arlington,Investigation,Male,Anglo,4,40
2017,3-Arlington,Investigation,Male,Anglo,5,29
2017,3-Arlington,Investigation,Male,Anglo,6,23
2017,3-Arlington,Investigation,Male,Anglo,7,20
2017,3-Arlington,Investigation,Male,Anglo,8,25
2017,3-Arlington,Investigation,Male,Anglo,9,23
2017,3-Arlington,Investigation,Male,Anglo,10,20
2017,3-Arlington,Investigation,Male,Anglo,11,18
2017,3-Arlington,Investigation,Male,Anglo,12,7
2017,3-Arlington,Investigation,Male,Anglo,13,14
2017,3-Arlington,Investigation,Male,Anglo,14,12
2017,3-Arlington,Investigation,Male,Anglo,15,10
2017,3-Arlington,Investigation,Male,Anglo,16,17
2017,3-Arlington,Investigation,Male,Anglo,17,6
2017,3-Arlington,Investigation,Male,Asian,5,1
2017,3-Arlington,Investigation,Male,Asian,6,1
2017,3-Arlington,Investigation,Male,Asian,8,1
2017,3-Arlington,Investigation,Male,Asian,9,2
2017,3-Arlington,Investigation,Male,Asian,11,1
2017,3-Arlington,Investigation,Male,Asian,14,1
2017,3-Arlington,Investigation,Male,Asian,17,1
2017,3-Arlington,Investigation,Male,Hispanic,0,142
2017,3-Arlington,Investigation,Male,Hispanic,1,41
2017,3-Arlington,Investigation,Male,Hispanic,2,38
2017,3-Arlington,Investigation,Male,Hispanic,3,28
2017,3-Arlington,Investigation,Male,Hispanic,4,25
2017,3-Arlington,Investigation,Male,Hispanic,5,27
2017,3-Arlington,Investigation,Male,Hispanic,6,22
2017,3-Arlington,Investigation,Male,Hispanic,7,23
2017,3-Arlington,Investigation,Male,Hispanic,8,15
2017,3-Arlington,Investigation,Male,Hispanic,9,14
2017,3-Arlington,Investigation,Male,Hispanic,10,21
2017,3-Arlington,Investigation,Male,Hispanic,11,16
2017,3-Arlington,Investigation,Male,Hispanic,12,17
2017,3-Arlington,Investigation,Male,Hispanic,13,8
2017,3-Arlington,Investigation,Male,Hispanic,14,9
2017,3-Arlington,Investigation,Male,Hispanic,15,14
2017,3-Arlington,Investigation,Male,Hispanic,16,7
2017,3-Arlington,Investigation,Male,Hispanic,17,2
2017,3-Arlington,Investigation,Male,Other,0,41
2017,3-Arlington,Investigation,Male,Other,1,11
2017,3-Arlington,Investigation,Male,Other,2,15
2017,3-Arlington,Investigation,Male,Other,3,9
2017,3-Arlington,Investigation,Male,Other,4,8
2017,3-Arlington,Investigation,Male,Other,5,6
2017,3-Arlington,Investigation,Male,Other,6,6
2017,3-Arlington,Investigation,Male,Other,7,4
2017,3-Arlington,Investigation,Male,Other,8,3
2017,3-Arlington,Investigation,Male,Other,9,4
2017,3-Arlington,Investigation,Male,Other,10,4
2017,3-Arlington,Investigation,Male,Other,11,3
2017,3-Arlington,Investigation,Male,Other,12,1
2017,3-Arlington,Investigation,Male,Other,13,4
2017,3-Arlington,Investigation,Male,Other,14,3
2017,3-Arlington,Investigation,Male,Other,15,4
2017,3-Arlington,Investigation,Male,Other,16,3
2017,3-Arlington,Investigation,Unknown,African American,0,1
2017,3-Arlington,Investigation,Unknown,Anglo,0,2
2017,3-Arlington,Investigation,Unknown,Anglo,1,1
2017,3-Arlington,Investigation,Unknown,Other,14,1
2017,4-Tyler,Family Preservation,Female,African American,0,8
2017,4-Tyler,Family Preservation,Female,African American,1,4
2017,4-Tyler,Family Preservation,Female,African American,2,4
2017,4-Tyler,Family Preservation,Female,African American,3,3
2017,4-Tyler,Family Preservation,Female,African American,4,4
2017,4-Tyler,Family Preservation,Female,African American,5,3
2017,4-Tyler,Family Preservation,Female,African American,6,2
2017,4-Tyler,Family Preservation,Female,African American,7,5
2017,4-Tyler,Family Preservation,Female,African American,8,0
2017,4-Tyler,Family Preservation,Female,African American,9,0
2017,4-Tyler,Family Preservation,Female,African American,10,0
2017,4-Tyler,Family Preservation,Female,African American,11,1
2017,4-Tyler,Family Preservation,Female,African American,12,0
2017,4-Tyler,Family Preservation,Female,African American,13,1
2017,4-Tyler,Family Preservation,Female,African American,14,0
2017,4-Tyler,Family Preservation,Female,African American,15,2
2017,4-Tyler,Family Preservation,Female,African American,16,1
2017,4-Tyler,Family Preservation,Female,African American,17,0
2017,4-Tyler,Family Preservation,Female,Anglo,0,18
2017,4-Tyler,Family Preservation,Female,Anglo,1,9
2017,4-Tyler,Family Preservation,Female,Anglo,2,4
2017,4-Tyler,Family Preservation,Female,Anglo,3,5
2017,4-Tyler,Family Preservation,Female,Anglo,4,7
2017,4-Tyler,Family Preservation,Female,Anglo,5,6
2017,4-Tyler,Family Preservation,Female,Anglo,6,7
2017,4-Tyler,Family Preservation,Female,Anglo,7,7
2017,4-Tyler,Family Preservation,Female,Anglo,8,6
2017,4-Tyler,Family Preservation,Female,Anglo,9,4
2017,4-Tyler,Family Preservation,Female,Anglo,10,3
2017,4-Tyler,Family Preservation,Female,Anglo,11,3
2017,4-Tyler,Family Preservation,Female,Anglo,12,3
2017,4-Tyler,Family Preservation,Female,Anglo,13,3
2017,4-Tyler,Family Preservation,Female,Anglo,14,2
2017,4-Tyler,Family Preservation,Female,Anglo,15,2
2017,4-Tyler,Family Preservation,Female,Anglo,16,1
2017,4-Tyler,Family Preservation,Female,Anglo,17,1
2017,4-Tyler,Family Preservation,Female,Asian,2,0
2017,4-Tyler,Family Preservation,Female,Asian,4,0
2017,4-Tyler,Family Preservation,Female,Asian,5,0
2017,4-Tyler,Family Preservation,Female,Hispanic,0,2
2017,4-Tyler,Family Preservation,Female,Hispanic,1,0
2017,4-Tyler,Family Preservation,Female,Hispanic,2,3
2017,4-Tyler,Family Preservation,Female,Hispanic,3,0
2017,4-Tyler,Family Preservation,Female,Hispanic,4,1
2017,4-Tyler,Family Preservation,Female,Hispanic,5,1
2017,4-Tyler,Family Preservation,Female,Hispanic,6,2
2017,4-Tyler,Family Preservation,Female,Hispanic,7,2
2017,4-Tyler,Family Preservation,Female,Hispanic,8,0
2017,4-Tyler,Family Preservation,Female,Hispanic,9,1
2017,4-Tyler,Family Preservation,Female,Hispanic,10,0
2017,4-Tyler,Family Preservation,Female,Hispanic,11,0
2017,4-Tyler,Family Preservation,Female,Hispanic,12,0
2017,4-Tyler,Family Preservation,Female,Hispanic,13,0
2017,4-Tyler,Family Preservation,Female,Hispanic,15,0
2017,4-Tyler,Family Preservation,Female,Hispanic,16,0
2017,4-Tyler,Family Preservation,Female,Other,0,2
2017,4-Tyler,Family Preservation,Female,Other,1,1
2017,4-Tyler,Family Preservation,Female,Other,2,0
2017,4-Tyler,Family Preservation,Female,Other,3,0
2017,4-Tyler,Family Preservation,Female,Other,4,0
2017,4-Tyler,Family Preservation,Female,Other,5,1
2017,4-Tyler,Family Preservation,Female,Other,6,2
2017,4-Tyler,Family Preservation,Female,Other,7,2
2017,4-Tyler,Family Preservation,Female,Other,8,0
2017,4-Tyler,Family Preservation,Female,Other,9,0
2017,4-Tyler,Family Preservation,Female,Other,10,1
2017,4-Tyler,Family Preservation,Female,Other,11,1
2017,4-Tyler,Family Preservation,Female,Other,13,0
2017,4-Tyler,Family Preservation,Female,Other,15,0
2017,4-Tyler,Family Preservation,Female,Other,16,0
2017,4-Tyler,Family Preservation,Male,African American,0,11
2017,4-Tyler,Family Preservation,Male,African American,1,3
2017,4-Tyler,Family Preservation,Male,African American,2,1
2017,4-Tyler,Family Preservation,Male,African American,3,3
2017,4-Tyler,Family Preservation,Male,African American,4,4
2017,4-Tyler,Family Preservation,Male,African American,5,0
2017,4-Tyler,Family Preservation,Male,African American,6,2
2017,4-Tyler,Family Preservation,Male,African American,7,1
2017,4-Tyler,Family Preservation,Male,African American,8,2
2017,4-Tyler,Family Preservation,Male,African American,9,2
2017,4-Tyler,Family Preservation,Male,African American,10,3
2017,4-Tyler,Family Preservation,Male,African American,11,1
2017,4-Tyler,Family Preservation,Male,African American,12,3
2017,4-Tyler,Family Preservation,Male,African American,13,1
2017,4-Tyler,Family Preservation,Male,African American,14,0
2017,4-Tyler,Family Preservation,Male,African American,15,1
2017,4-Tyler,Family Preservation,Male,African American,16,1
2017,4-Tyler,Family Preservation,Male,African American,17,0
2017,4-Tyler,Family Preservation,Male,Anglo,0,17
2017,4-Tyler,Family Preservation,Male,Anglo,1,5
2017,4-Tyler,Family Preservation,Male,Anglo,2,7
2017,4-Tyler,Family Preservation,Male,Anglo,3,9
2017,4-Tyler,Family Preservation,Male,Anglo,4,8
2017,4-Tyler,Family Preservation,Male,Anglo,5,4
2017,4-Tyler,Family Preservation,Male,Anglo,6,9
2017,4-Tyler,Family Preservation,Male,Anglo,7,2
2017,4-Tyler,Family Preservation,Male,Anglo,8,7
2017,4-Tyler,Family Preservation,Male,Anglo,9,3
2017,4-Tyler,Family Preservation,Male,Anglo,10,5
2017,4-Tyler,Family Preservation,Male,Anglo,11,3
2017,4-Tyler,Family Preservation,Male,Anglo,12,5
2017,4-Tyler,Family Preservation,Male,Anglo,13,3
2017,4-Tyler,Family Preservation,Male,Anglo,14,2
2017,4-Tyler,Family Preservation,Male,Anglo,15,0
2017,4-Tyler,Family Preservation,Male,Anglo,16,0
2017,4-Tyler,Family Preservation,Male,Anglo,17,0
2017,4-Tyler,Family Preservation,Male,Asian,1,0
2017,4-Tyler,Family Preservation,Male,Asian,6,0
2017,4-Tyler,Family Preservation,Male,Hispanic,0,0
2017,4-Tyler,Family Preservation,Male,Hispanic,1,1
2017,4-Tyler,Family Preservation,Male,Hispanic,2,2
2017,4-Tyler,Family Preservation,Male,Hispanic,3,1
2017,4-Tyler,Family Preservation,Male,Hispanic,4,2
2017,4-Tyler,Family Preservation,Male,Hispanic,5,0
2017,4-Tyler,Family Preservation,Male,Hispanic,6,2
2017,4-Tyler,Family Preservation,Male,Hispanic,7,0
2017,4-Tyler,Family Preservation,Male,Hispanic,8,1
2017,4-Tyler,Family Preservation,Male,Hispanic,9,0
2017,4-Tyler,Family Preservation,Male,Hispanic,10,0
2017,4-Tyler,Family Preservation,Male,Hispanic,11,0
2017,4-Tyler,Family Preservation,Male,Hispanic,12,0
2017,4-Tyler,Family Preservation,Male,Hispanic,13,1
2017,4-Tyler,Family Preservation,Male,Hispanic,14,0
2017,4-Tyler,Family Preservation,Male,Hispanic,15,0
2017,4-Tyler,Family Preservation,Male,Hispanic,16,0
2017,4-Tyler,Family Preservation,Male,Hispanic,17,0
2017,4-Tyler,Family Preservation,Male,Other,0,2
2017,4-Tyler,Family Preservation,Male,Other,1,0
2017,4-Tyler,Family Preservation,Male,Other,2,5
2017,4-Tyler,Family Preservation,Male,Other,3,0
2017,4-Tyler,Family Preservation,Male,Other,4,1
2017,4-Tyler,Family Preservation,Male,Other,5,2
2017,4-Tyler,Family Preservation,Male,Other,6,0
2017,4-Tyler,Family Preservation,Male,Other,7,1
2017,4-Tyler,Family Preservation,Male,Other,8,1
2017,4-Tyler,Family Preservation,Male,Other,10,0
2017,4-Tyler,Family Preservation,Male,Other,11,1
2017,4-Tyler,Family Preservation,Male,Other,12,0
2017,4-Tyler,Family Preservation,Male,Other,13,2
2017,4-Tyler,Family Preservation,Male,Other,14,2
2017,4-Tyler,Family Preservation,Male,Other,15,0
2017,4-Tyler,Family Preservation,Unknown,Other,3,0
2017,4-Tyler,Investigation,Female,African American,0,19
2017,4-Tyler,Investigation,Female,African American,1,11
2017,4-Tyler,Investigation,Female,African American,2,8
2017,4-Tyler,Investigation,Female,African American,3,4
2017,4-Tyler,Investigation,Female,African American,4,11
2017,4-Tyler,Investigation,Female,African American,5,3
2017,4-Tyler,Investigation,Female,African American,6,3
2017,4-Tyler,Investigation,Female,African American,7,5
2017,4-Tyler,Investigation,Female,African American,8,2
2017,4-Tyler,Investigation,Female,African American,9,5
2017,4-Tyler,Investigation,Female,African American,10,2
2017,4-Tyler,Investigation,Female,African American,11,2
2017,4-Tyler,Investigation,Female,African American,12,3
2017,4-Tyler,Investigation,Female,African American,13,2
2017,4-Tyler,Investigation,Female,African American,14,6
2017,4-Tyler,Investigation,Female,African American,15,6
2017,4-Tyler,Investigation,Female,African American,16,1
2017,4-Tyler,Investigation,Female,African American,17,1
2017,4-Tyler,Investigation,Female,Anglo,0,78
2017,4-Tyler,Investigation,Female,Anglo,1,38
2017,4-Tyler,Investigation,Female,Anglo,2,20
2017,4-Tyler,Investigation,Female,Anglo,3,27
2017,4-Tyler,Investigation,Female,Anglo,4,28
2017,4-Tyler,Investigation,Female,Anglo,5,12
2017,4-Tyler,Investigation,Female,Anglo,6,26
2017,4-Tyler,Investigation,Female,Anglo,7,21
2017,4-Tyler,Investigation,Female,Anglo,8,12
2017,4-Tyler,Investigation,Female,Anglo,9,20
2017,4-Tyler,Investigation,Female,Anglo,10,18
2017,4-Tyler,Investigation,Female,Anglo,11,19
